,sdi
38511,61854
38512,242938
38513,250026
38514,349297
38515,644992
38516,23504
38517,472826
38518,396708
38519,586345
38520,36438
38521,813234
38522,529534
38523,283715
38524,343536
38525,39689
38526,348538
38527,730161
38528,428059
38529,287813
38530,35275
38531,628054
38532,585270
38533,802182
38534,527044
38535,355633
38536,7310
38537,778788
38538,315984
38539,125503
38540,136449
38541,320299
38542,20266
38543,35104
38544,489993
38545,569331
38546,9044
38547,52309
38548,567866
38549,578904
38550,611643
38551,873506
38552,7631
38553,784878
38554,645537
38555,416836
38556,566743
38557,866073
38558,88463
38559,476711
38560,636871
38561,84505
38562,410691
38563,812467
38564,7998
38565,101048
38566,523019
38567,135562
38568,187552
38569,22805
38570,831234
38571,714726
38572,146466
38573,9255
38574,236428
38575,697889
38576,123086
38577,774586
38578,821503
38579,821376
38580,144234
38581,402931
38582,765751
38583,702259
38584,292268
38585,869409
38586,646343
38587,810095
38588,731793
38589,446698
38590,268207
38591,174258
38592,26173
38593,867085
38594,106531
38595,630515
38596,248722
38597,676848
38598,447086
38599,245968
38600,874680
38601,635897
38602,217964
38603,635413
38604,264768
38605,172398
38606,41559
38607,568385
38608,114540
38609,50684
38610,287526
38611,460232
38612,381626
38613,771428
38614,776915
38615,671853
38616,43051
38617,867698
38618,110281
38619,241498
38620,602414
38621,575788
38622,285437
38623,850900
38624,779797
38625,848878
38626,301685
38627,706677
38628,839657
38629,422114
38630,319761
38631,840863
38632,679927
38633,611810
38634,189815
38635,671036
38636,88752
38637,75894
38638,692839
38639,118592
38640,191154
38641,867627
38642,30997
38643,139602
38644,216689
38645,305436
38646,105268
38647,762283
38648,561236
38649,110977
38650,403279
38651,591557
38652,612847
38653,649485
38654,770996
38655,566234
38656,641751
38657,287308
38658,43457
38659,840511
38660,722631
38661,445113
38662,148046
38663,53711
38664,669122
38665,802510
38666,239073
38667,437408
38668,566329
38669,454463
38670,475204
38671,429252
38672,68009
38673,152539
38674,685793
38675,137679
38676,74393
38677,754647
38678,678157
38679,392131
38680,566572
38681,62814
38682,765753
38683,809300
38684,26229
38685,310624
38686,47244
38687,852771
38688,88611
38689,768262
38690,711488
38691,57717
38692,130725
38693,766651
38694,753051
38695,137504
38696,562764
38697,563216
38698,538935
38699,73187
38700,781263
38701,132774
38702,710205
38703,461342
38704,381559
38705,730160
38706,549762
38707,860324
38708,528476
38709,240409
38710,310201
38711,133579
38712,830913
38713,842564
38714,72833
38715,329135
38716,812305
38717,103748
38718,808997
38719,804448
38720,133300
38721,318097
38722,260072
38723,770272
38724,325530
38725,755568
38726,865247
38727,588913
38728,320316
38729,318974
38730,590928
38731,57832
38732,665351
38733,631839
38734,268296
38735,46079
38736,453604
38737,667284
38738,814534
38739,552943
38740,420584
38741,845115
38742,158533
38743,732608
38744,699369
38745,421222
38746,634039
38747,759334
38748,273619
38749,156274
38750,639935
38751,65018
38752,439476
38753,777952
38754,38443
38755,651796
38756,797504
38757,707599
38758,238836
38759,31577
38760,104727
38761,64366
38762,475309
38763,650309
38764,326599
38765,837759
38766,685937
38767,480268
38768,178551
38769,738338
38770,397970
38771,475191
38772,416170
38773,300859
38774,304682
38775,367553
38776,181087
38777,616389
38778,531288
38779,144425
38780,188470
38781,657942
38782,642496
38783,265324
38784,673801
38785,539803
38786,345186
38787,236873
38788,167193
38789,722964
38790,3078
38791,313626
38792,493034
38793,308463
38794,468546
38795,672528
38796,460250
38797,48720
38798,48966
38799,869474
38800,350379
38801,573899
38802,95241
38803,476480
38804,206781
38805,384050
38806,30276
38807,591333
38808,79774
38809,198444
38810,282370
38811,269991
38812,615262
38813,671227
38814,262844
38815,633870
38816,762439
38817,70591
38818,249555
38819,34966
38820,262654
38821,690268
38822,282808
38823,322135
38824,386465
38825,126588
38826,840805
38827,475755
38828,586578
38829,655110
38830,312950
38831,864436
38832,327524
38833,777972
38834,392882
38835,271035
38836,655712
38837,263021
38838,229031
38839,341789
38840,613311
38841,866911
38842,857168
38843,833886
38844,31123
38845,138134
38846,793134
38847,73966
38848,161759
38849,383378
38850,338684
38851,30591
38852,26909
38853,632916
38854,590693
38855,38534
38856,112697
38857,575467
38858,298362
38859,698937
38860,195243
38861,685696
38862,475860
38863,154251
38864,306635
38865,192929
38866,581977
38867,47771
38868,572375
38869,313123
38870,316600
38871,497158
38872,749369
38873,767334
38874,356588
38875,355926
38876,130572
38877,449011
38878,216161
38879,612812
38880,758028
38881,382131
38882,226413
38883,851131
38884,113027
38885,742401
38886,398573
38887,20140
38888,68286
38889,581508
38890,594839
38891,24997
38892,624456
38893,710355
38894,244144
38895,250926
38896,797836
38897,698891
38898,788641
38899,114255
38900,472624
38901,530713
38902,736931
38903,523237
38904,224691
38905,496945
38906,261090
38907,201165
38908,438747
38909,865863
38910,586519
38911,828522
38912,673192
38913,356048
38914,238807
38915,405022
38916,167909
38917,188867
38918,88226
38919,130226
38920,518744
38921,759419
38922,410861
38923,348537
38924,573724
38925,710633
38926,100027
38927,307039
38928,864792
38929,571583
38930,63514
38931,818462
38932,873035
38933,736895
38934,280561
38935,423780
38936,785295
38937,272488
38938,168629
38939,220301
38940,231872
38941,82060
38942,314856
38943,160325
38944,386941
38945,297177
38946,228309
38947,710332
38948,372139
38949,633372
38950,651581
38951,786986
38952,732733
38953,105126
38954,270039
38955,864945
38956,613831
38957,857355
38958,351098
38959,76986
38960,60859
38961,237924
38962,219176
38963,181556
38964,626511
38965,293766
38966,145173
38967,133171
38968,389667
38969,639634
38970,699084
38971,222681
38972,759042
38973,633535
38974,657431
38975,197475
38976,221762
38977,325767
38978,80799
38979,136454
38980,239724
38981,71985
38982,147397
38983,854555
38984,95148
38985,412311
38986,448440
38987,834655
38988,825766
38989,823256
38990,626864
38991,274301
38992,656987
38993,79622
38994,488656
38995,77530
38996,427418
38997,47086
38998,273982
38999,672984
39000,519560
39001,804178
39002,287248
39003,687736
39004,156886
39005,113168
39006,153369
39007,271316
39008,711567
39009,34250
39010,778413
39011,589740
39012,840071
39013,375695
39014,723239
39015,793803
39016,556327
39017,836074
39018,578303
39019,693243
39020,572011
39021,804891
39022,552212
39023,823889
39024,365182
39025,403933
39026,56249
39027,298603
39028,221821
39029,434917
39030,262830
39031,429849
39032,330544
39033,687760
39034,626831
39035,674467
39036,72125
39037,301224
39038,641806
39039,742347
39040,308983
39041,233847
39042,524151
39043,292595
39044,308576
39045,11961
39046,289302
39047,846507
39048,144240
39049,440322
39050,810637
39051,697560
39052,266928
39053,864629
39054,293584
39055,201135
39056,192075
39057,658921
39058,94773
39059,820270
39060,163765
39061,384628
39062,171031
39063,633226
39064,225696
39065,567564
39066,84087
39067,681817
39068,848064
39069,438013
39070,322837
39071,119564
39072,53414
39073,187163
39074,54238
39075,744447
39076,30059
39077,138500
39078,398597
39079,701184
39080,648257
39081,142987
39082,293026
39083,251998
39084,864924
39085,845313
39086,408142
39087,421514
39088,756905
39089,113382
39090,112740
39091,91615
39092,192321
39093,288820
39094,33164
39095,161273
39096,296304
39097,680306
39098,239809
39099,376311
39100,449564
39101,95254
39102,347566
39103,168355
39104,348444
39105,41772
39106,49420
39107,783288
39108,46459
39109,612885
39110,319706
39111,268127
39112,528912
39113,306664
39114,712520
39115,74833
39116,391825
39117,336486
39118,591806
39119,263617
39120,321125
39121,612768
39122,388307
39123,357898
39124,28655
39125,189477
39126,104357
39127,672733
39128,114030
39129,79570
39130,115142
39131,192783
39132,331199
39133,356950
39134,846908
39135,84321
39136,755065
39137,125911
39138,826474
39139,460673
39140,664535
39141,525871
39142,529783
39143,368646
39144,376293
39145,328116
39146,394090
39147,868510
39148,45917
39149,216000
39150,194368
39151,401860
39152,426502
39153,143509
39154,169586
39155,143949
39156,632984
39157,461463
39158,43949
39159,586695
39160,523265
39161,138978
39162,853356
39163,248351
39164,292410
39165,303462
39166,670369
39167,71161
39168,839421
39169,862612
39170,518117
39171,420960
39172,108396
39173,129315
39174,640214
39175,85903
39176,571175
39177,572420
39178,742810
39179,779050
39180,862431
39181,743595
39182,377575
39183,352689
39184,782237
39185,612640
39186,641722
39187,733234
39188,410746
39189,398427
39190,827374
39191,570612
39192,403645
39193,872400
39194,12616
39195,414134
39196,746590
39197,270208
39198,223351
39199,864416
39200,863260
39201,796778
39202,864773
39203,709320
39204,866998
39205,361167
39206,398205
39207,531872
39208,178100
39209,416626
39210,288337
39211,48637
39212,742062
39213,273625
39214,757456
39215,152763
39216,341571
39217,386310
39218,254406
39219,174701
39220,578099
39221,332747
39222,25642
39223,159245
39224,201486
39225,47118
39226,615841
39227,418798
39228,373493
39229,564439
39230,454361
39231,149146
39232,557471
39233,744085
39234,803747
39235,111381
39236,802732
39237,489912
39238,652291
39239,84125
39240,304788
39241,280306
39242,744148
39243,46685
39244,191762
39245,569909
39246,416035
39247,252110
39248,663516
39249,743049
39250,470094
39251,210567
39252,698933
39253,397196
39254,312877
39255,482574
39256,14797
39257,776060
39258,176648
39259,383066
39260,538748
39261,351858
39262,549138
39263,140487
39264,401214
39265,34276
39266,732589
39267,522376
39268,614580
39269,113527
39270,419088
39271,314911
39272,661181
39273,433432
39274,653195
39275,652650
39276,202261
39277,248321
39278,808167
39279,650913
39280,308639
39281,714675
39282,267093
39283,424309
39284,300579
39285,329343
39286,638789
39287,805809
39288,322595
39289,313482
39290,436655
39291,231239
39292,196939
39293,520477
39294,89314
39295,823157
39296,566297
39297,441912
39298,427629
39299,262793
39300,385661
39301,372295
39302,762440
39303,591011
39304,312726
39305,552107
39306,316495
39307,176935
39308,794667
39309,126442
39310,262196
39311,283119
39312,78855
39313,575971
39314,142482
39315,865415
39316,74419
39317,494996
39318,90867
39319,802564
39320,146575
39321,374930
39322,786274
39323,148843
39324,798636
39325,653949
39326,168211
39327,358457
39328,148136
39329,27267
39330,370379
39331,217105
39332,862037
39333,17131
39334,123762
39335,20398
39336,327637
39337,625098
39338,691065
39339,45303
39340,774109
39341,855540
39342,672451
39343,581961
39344,792733
39345,649929
39346,809410
39347,779794
39348,615075
39349,849361
39350,108531
39351,345654
39352,68054
39353,157090
39354,245194
39355,590072
39356,31758
39357,815507
39358,365258
39359,463186
39360,741756
39361,104989
39362,254371
39363,373059
39364,288960
39365,473445
39366,850508
39367,651286
39368,172389
39369,171229
39370,104088
39371,559220
39372,238873
39373,162044
39374,768490
39375,288201
39376,615149
39377,749071
39378,116074
39379,584601
39380,104657
39381,399290
39382,45275
39383,752667
39384,623021
39385,133809
39386,356025
39387,582739
39388,289370
39389,360527
39390,280033
39391,734756
39392,642473
39393,615929
39394,781134
39395,849623
39396,848679
39397,819753
39398,575440
39399,613158
39400,556510
39401,445513
39402,91101
39403,194066
39404,794791
39405,239210
39406,656600
39407,217766
39408,242476
39409,203851
39410,761221
39411,234313
39412,332534
39413,552511
39414,115546
39415,495993
39416,86865
39417,312477
39418,338192
39419,688643
39420,763291
39421,216040
39422,476486
39423,639032
39424,645501
39425,521380
39426,836987
39427,367136
39428,840028
39429,659182
39430,843382
39431,155294
39432,838589
39433,831789
39434,831288
39435,446503
39436,852838
39437,94518
39438,327327
39439,732276
39440,187167
39441,538846
39442,348720
39443,873135
39444,171950
39445,756493
39446,491956
39447,800067
39448,39126
39449,526558
39450,345222
39451,454892
39452,221378
39453,353840
39454,813590
39455,626525
39456,62335
39457,453907
39458,493021
39459,315185
39460,45571
39461,442665
39462,550906
39463,105524
39464,752120
39465,485813
39466,86011
39467,814725
39468,495340
39469,170015
39470,490176
39471,687854
39472,827081
39473,152592
39474,749625
39475,636347
39476,32250
39477,874884
39478,151359
39479,168927
39480,313210
39481,273243
39482,452330
39483,539330
39484,400147
39485,174474
39486,737421
39487,413684
39488,317433
39489,681774
39490,351734
39491,142831
39492,455235
39493,567354
39494,313143
39495,591255
39496,105515
39497,747646
39498,777779
39499,133200
39500,239536
39501,241650
39502,866952
39503,731505
39504,356850
39505,33375
39506,845022
39507,803439
39508,497334
39509,743694
39510,431194
39511,307566
39512,616967
39513,531112
39514,871464
39515,79385
39516,89800
39517,260486
39518,828978
39519,854232
39520,184617
39521,419840
39522,240236
39523,204357
39524,293238
39525,74980
39526,203818
39527,253256
39528,818983
39529,78852
39530,356958
39531,92930
39532,259412
39533,45074
39534,462408
39535,377872
39536,164026
39537,145560
39538,844784
39539,423650
39540,116970
39541,390988
39542,443063
39543,229381
39544,137299
39545,98373
39546,484145
39547,34083
39548,296871
39549,491325
39550,435720
39551,308779
39552,144253
39553,305457
39554,33122
39555,399868
39556,467622
39557,394633
39558,107329
39559,114966
39560,269525
39561,520203
39562,767653
39563,75090
39564,425039
39565,636924
39566,838572
39567,197075
39568,196183
39569,18249
39570,675026
39571,79064
39572,268429
39573,123731
39574,472771
39575,220007
39576,488714
39577,557819
39578,273946
39579,444729
39580,384145
39581,81875
39582,396844
39583,176176
39584,551522
39585,144459
39586,735406
39587,773951
39588,805810
39589,353552
39590,821379
39591,801265
39592,710885
39593,578463
39594,235867
39595,813696
39596,345312
39597,659000
39598,550979
39599,153481
39600,332210
39601,456669
39602,283071
39603,106298
39604,117523
39605,296163
39606,520311
39607,710767
39608,61156
39609,179067
39610,439354
39611,21234
39612,124219
39613,757761
39614,580259
39615,623148
39616,740025
39617,396684
39618,187601
39619,414148
39620,630616
39621,443625
39622,670590
39623,692470
39624,746341
39625,40331
39626,290692
39627,340942
39628,764478
39629,592044
39630,492218
39631,238962
39632,837570
39633,240245
39634,334391
39635,863751
39636,371551
39637,276470
39638,830946
39639,143645
39640,490156
39641,351886
39642,791175
39643,578386
39644,36565
39645,96472
39646,278204
39647,340471
39648,408015
39649,334534
39650,753645
39651,589952
39652,150505
39653,530164
39654,801212
39655,669155
39656,241700
39657,671659
39658,238669
39659,272326
39660,53271
39661,707739
39662,487345
39663,139880
39664,823060
39665,591966
39666,65544
39667,693581
39668,326557
39669,262225
39670,242074
39671,776182
39672,775773
39673,869926
39674,184174
